,Actual Arr Time (Local),Actual Arr Time (UTC),Actual Dep Time (Local),Actual Dep Time (UTC),Actual Duration,Aircraft,Airline,Arr Airport,Arr City,Arr Connect,Arr Country,Arr Delay,Arr Lat,Arr Long,Arr Name,Arr Timezone,Class,Date,Dep Airport,Dep City,Dep Country,Dep Delay,Dep Lat,Dep Long,Dep Name,Dep Timezone,Distance,Domestic/International,Duration,Flight,Registration,Scheduled Arr Time (Local),Scheduled Arr Time (UTC),Scheduled Dep Time (Local),Scheduled Dep Time (UTC),Scheduled Duration,Seat,Timing Data,Unnamed: 18,Last flight arrival (UTC),Time since last flight
222,2022-12-12 18:28:00,2022-12-12 05:28:00,2022-12-11 11:46:00,2022-12-11 21:46:00,07:42:00,B789,Air New Zealand,AKL,Auckland,,New Zealand,58.0,-37.0080986,174.7920074,Auckland International Airport,Pacific/Auckland,Economy,2022-12-11 00:00:00,HNL,Honolulu,United States,146.0,21.32062,-157.924228,Daniel K Inouye International Airport,Pacific/Honolulu,4388.769219097777,International,462.0,NZ9,ZK-NZF,2022-12-12 17:30:00,2022-12-12 04:30:00,2022-12-11 09:20:00,2022-12-11 19:20:00,09:10:00,,Flightradar24,,2022-12-11 08:09:00,0 days 13:37:00
223,2022-12-18 10:17:00,2022-12-17 21:17:00,2022-12-18 09:16:00,2022-12-17 20:16:00,01:01:00,A320,Air New Zealand,CHC,Christchurch,,New Zealand,-8.0,-43.48939896,172.5319977,Christchurch International Airport,Pacific/Auckland,Economy,2022-12-18 00:00:00,AKL,Auckland,New Zealand,16.0,-37.0080986,174.7920074,Auckland International Airport,Pacific/Auckland,462.8233120215232,Domestic,61.0,NZ527,ZK-OXM,2022-12-18 10:25:00,2022-12-17 21:25:00,2022-12-18 09:00:00,2022-12-17 20:00:00,01:25:00,,Flightradar24,,2022-12-11 05:28:00,6 days 14:48:00
224,2022-12-24 21:16:00,2022-12-24 08:16:00,2022-12-24 19:46:00,2022-12-24 06:46:00,01:30:00,A21N,Air New Zealand,AKL,Auckland,,New Zealand,21.0,-37.0080986,174.7920074,Auckland International Airport,Pacific/Auckland,Economy,2022-12-24 00:00:00,ZQN,Queenstown International,New Zealand,36.0,-45.02109909,168.7389984,Queenstown International Airport,Pacific/Auckland,636.6065031659339,Domestic,90.0,NZ1266,ZK-OYB,2022-12-24 20:55:00,2022-12-24 07:55:00,2022-12-24 19:10:00,2022-12-24 06:10:00,01:45:00,,Flightradar24,,2022-12-17 21:17:00,6 days 09:29:00
225,2022-12-27 07:40:00,2022-12-27 15:40:00,2022-12-27 16:19:00,2022-12-27 03:19:00,12:21:00,B772,United,SFO,San Francisco,1.0,United States,35.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Lie-flat Business,2022-12-27 00:00:00,AKL,Auckland,New Zealand,29.0,-37.0080986,174.7920074,Auckland International Airport,Pacific/Auckland,6516.311097926534,International,741.0,UA916,N76010,2022-12-27 07:05:00,2022-12-27 15:05:00,2022-12-27 15:50:00,2022-12-27 02:50:00,12:15:00,,Flightradar24,,2022-12-24 08:16:00,2 days 19:03:00
226,2022-12-27 17:11:00,2022-12-27 22:11:00,2022-12-27 09:41:00,2022-12-27 17:41:00,04:31:00,B752,United,TPA,Tampa,,United States,-7.0,27.97550011,-82.53320313,Tampa International Airport,America/New_York,Economy,2022-12-27 00:00:00,SFO,San Francisco,United States,31.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2392.5869986839803,Domestic,271.0,UA2037,N14107,2022-12-27 17:18:00,2022-12-27 22:18:00,2022-12-27 09:10:00,2022-12-27 17:10:00,05:08:00,,Flightradar24,,2022-12-27 15:40:00,0 days 02:01:00
227,2023-01-02 21:49:00,2023-01-03 05:49:00,2023-01-02 18:31:00,2023-01-02 23:31:00,06:18:00,B752,United,SFO,San Francisco,,United States,26.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2023-01-02 00:00:00,TPA,Tampa,United States,11.0,27.97550011,-82.53320313,Tampa International Airport,America/New_York,2392.5869986839803,Domestic,378.0,UA1538,N17104,2023-01-02 21:23:00,2023-01-03 05:23:00,2023-01-02 18:20:00,2023-01-02 23:20:00,06:03:00,11F,Flightradar24,,2022-12-27 22:11:00,6 days 01:20:00
228,2023-01-17 07:38:00,2023-01-17 12:38:00,2023-01-17 00:08:00,2023-01-17 08:08:00,04:29:00,B77W,United,EWR,Newark,,United States,-18.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Lie-flat Business,2023-01-16 00:00:00,SFO,San Francisco,United States,23.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2565.270250509748,Domestic,269.0,UA2321,N2352U,2023-01-17 07:56:00,2023-01-17 12:56:00,2023-01-16 23:45:00,2023-01-17 07:45:00,05:11:00,7A,Flightradar24,,2023-01-03 05:49:00,14 days 02:19:00
229,2023-01-20 11:15:00,2023-01-20 19:15:00,2023-01-20 08:41:00,2023-01-20 13:41:00,05:34:00,B738,United,SFO,San Francisco,,United States,-47.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2023-01-20 00:00:00,PHL,Philadelphia,United States,6.0,39.87189865,-75.2410965,Philadelphia International Airport,America/New_York,2521.2348645297866,Domestic,334.0,UA731,N78506,2023-01-20 12:02:00,2023-01-20 20:02:00,2023-01-20 08:35:00,2023-01-20 13:35:00,06:27:00,,Flightradar24,,2023-01-16 12:38:00,4 days 01:03:00
230,2023-02-04 12:19:00,2023-02-04 19:19:00,2023-02-04 09:50:00,2023-02-04 17:50:00,01:29:00,E75L,Alaska,PHX,Phoenix,,United States,-14.0,33.43429947,-112.012001,Phoenix Sky Harbor International Airport,America/Phoenix,Economy,2023-02-04 00:00:00,SFO,San Francisco,United States,15.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,650.8712181012476,Domestic,89.0,AS2011,N647QX,2023-02-04 12:33:00,2023-02-04 19:33:00,2023-02-04 09:35:00,2023-02-04 17:35:00,01:58:00,12C,Flightradar24,,2023-01-20 19:15:00,14 days 22:35:00
231,2023-02-05 21:30:00,2023-02-06 05:30:00,2023-02-05 20:51:00,2023-02-06 03:51:00,01:39:00,B738,United,SFO,San Francisco,,United States,-25.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2023-02-05 00:00:00,PHX,Phoenix,United States,4.0,33.43429947,-112.012001,Phoenix Sky Harbor International Airport,America/Phoenix,650.8712181012476,Domestic,99.0,UA1893,N26232,2023-02-05 21:55:00,2023-02-06 05:55:00,2023-02-05 20:47:00,2023-02-06 03:47:00,02:08:00,14E,Flightradar24,,2023-02-04 19:19:00,1 days 08:32:00
232,2023-03-03 07:01:00,2023-03-03 12:01:00,2023-03-02 23:36:00,2023-03-03 07:36:00,04:25:00,B772,United,EWR,Newark,,United States,-3.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2023-03-02 00:00:00,SFO,San Francisco,United States,46.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2565.270250509748,Domestic,265.0,UA2059,N76021,2023-03-03 07:04:00,2023-03-03 12:04:00,2023-03-02 22:50:00,2023-03-03 06:50:00,05:14:00,,Flightradar24,,2023-02-06 05:30:00,25 days 02:06:00
233,2023-03-03 21:31:00,2023-03-04 03:31:00,2023-03-03 17:21:00,2023-03-03 22:21:00,05:10:00,B737,United,MEX,Mexico City,,Mexico,-19.0,19.4363,-99.072098,Licenciado Benito Juarez International Airport,America/Mexico_City,Economy,2023-03-03 00:00:00,EWR,Newark,United States,16.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,2075.9791126347695,International,310.0,UA1065,N15712,2023-03-03 21:50:00,2023-03-04 03:50:00,2023-03-03 17:05:00,2023-03-03 22:05:00,05:45:00,,Flightradar24,,2023-03-02 12:01:00,1 days 10:20:00
234,2023-03-06 19:59:00,2023-03-07 03:59:00,2023-03-06 17:48:00,2023-03-06 23:48:00,04:11:00,A20N,Volaris,OAK,Oakland,,United States,-12.0,37.721298,-122.221001,Metropolitan Oakland International Airport,America/Los_Angeles,Economy,2023-03-06 00:00:00,MEX,Mexico City,Mexico,30.0,19.4363,-99.072098,Licenciado Benito Juarez International Airport,America/Mexico_City,1878.2337786458058,International,251.0,Y45200,XA-VRO,2023-03-06 20:11:00,2023-03-07 04:11:00,2023-03-06 17:18:00,2023-03-06 23:18:00,04:53:00,,Flightradar24,,2023-03-04 03:31:00,2 days 20:17:00
235,2023-03-24 20:03:00,2023-03-25 03:03:00,2023-03-24 19:11:00,2023-03-25 02:11:00,00:52:00,B738,United,LAX,Los Angeles,,United States,-31.0,33.94250107,-118.4079971,Los Angeles International Airport,America/Los_Angeles,Economy,2023-03-24 00:00:00,SFO,San Francisco,United States,11.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,337.4423958745992,Domestic,52.0,UA1200,N76516,2023-03-24 20:34:00,2023-03-25 03:34:00,2023-03-24 19:00:00,2023-03-25 02:00:00,01:34:00,,Flightradar24,,2023-03-07 03:59:00,17 days 22:12:00
236,2023-03-26 11:12:00,2023-03-26 11:12:00,2023-03-25 17:17:00,2023-03-26 00:17:00,09:55:00,B789,United,LHR,London,,United Kingdom,-33.0,51.4706,-0.461941,London Heathrow Airport,Europe/London,Lie-flat Business,2023-03-25 00:00:00,LAX,Los Angeles,United States,7.0,33.94250107,-118.4079971,Los Angeles International Airport,America/Los_Angeles,5456.0407285107085,International,595.0,UA923,N27958,2023-03-26 11:45:00,2023-03-26 11:45:00,2023-03-25 17:10:00,2023-03-26 00:10:00,10:35:00,,Flightradar24,,2023-03-25 03:03:00,0 days 21:14:00
237,2023-03-29 20:29:00,2023-03-30 00:29:00,2023-03-29 18:12:00,2023-03-29 17:12:00,07:17:00,B763,United,EWR,Newark,,United States,-41.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Premium Economy,2023-03-29 00:00:00,LHR,London,United Kingdom,12.0,51.4706,-0.461941,London Heathrow Airport,Europe/London,3465.1549795953297,International,437.0,UA921,N671UA,2023-03-29 21:10:00,2023-03-30 01:10:00,2023-03-29 18:00:00,2023-03-29 17:00:00,08:10:00,,Flightradar24,,2023-03-25 11:12:00,4 days 06:00:00
238,2023-03-31 09:03:00,2023-03-31 16:03:00,2023-03-31 06:40:00,2023-03-31 10:40:00,05:24:00,B39M,United,SEA,Seattle,,United States,-30.0,47.449001,-122.308998,Seattle Tacoma International Airport,America/Los_Angeles,Economy,2023-03-31 00:00:00,EWR,Newark,United States,10.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,2401.517508699891,Domestic,324.0,UA1989,N27520,2023-03-31 09:33:00,2023-03-31 16:33:00,2023-03-31 06:30:00,2023-03-31 10:30:00,06:03:00,,Flightradar24,,2023-03-30 00:29:00,1 days 10:11:00
239,2023-04-01 23:33:00,2023-04-02 06:33:00,2023-04-01 21:53:00,2023-04-02 04:53:00,01:39:00,B39M,Alaska,SFO,San Francisco,,United States,-11.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2023-04-01 00:00:00,SEA,Seattle,United States,18.0,47.449001,-122.308998,Seattle Tacoma International Airport,America/Los_Angeles,678.5177463031735,Domestic,99.0,AS1042,N972AK,2023-04-01 23:44:00,2023-04-02 06:44:00,2023-04-01 21:35:00,2023-04-02 04:35:00,02:09:00,,Flightradar24,,2023-03-31 16:03:00,1 days 12:50:00
240,2023-04-05 19:33:00,2023-04-06 01:33:00,2023-04-05 17:10:00,2023-04-06 00:10:00,01:23:00,E75L,Delta,SLC,Salt Lake City,,United States,-19.0,40.78839874,-111.9779968,Salt Lake City International Airport,America/Denver,Economy,2023-04-05 00:00:00,OAK,Oakland,United States,5.0,37.721298,-122.221001,Metropolitan Oakland International Airport,America/Los_Angeles,588.2466751519679,Domestic,83.0,DL3879,N308SY,2023-04-05 19:52:00,2023-04-06 01:52:00,2023-04-05 17:05:00,2023-04-06 00:05:00,01:47:00,,Flightradar24,,2023-04-02 06:33:00,3 days 17:37:00
241,2023-04-09 23:28:00,2023-04-10 06:28:00,2023-04-09 23:06:00,2023-04-10 05:06:00,01:22:00,BCS1,Delta,OAK,Oakland,,United States,-31.0,37.721298,-122.221001,Metropolitan Oakland International Airport,America/Los_Angeles,Economy,2023-04-09 00:00:00,SLC,Salt Lake City,United States,11.0,40.78839874,-111.9779968,Salt Lake City International Airport,America/Denver,588.2466751519679,Domestic,82.0,DL2924,N101DU,2023-04-09 23:59:00,2023-04-10 06:59:00,2023-04-09 22:55:00,2023-04-10 04:55:00,02:04:00,,Flightradar24,,2023-04-06 01:33:00,4 days 03:33:00
242,2023-04-22 07:00:00,2023-04-22 14:00:00,2023-04-22 06:04:00,2023-04-22 13:04:00,00:56:00,B39M,United,LAX,Los Angeles,1.0,United States,-38.0,33.94250107,-118.4079971,Los Angeles International Airport,America/Los_Angeles,Recliner First,2023-04-22 00:00:00,SFO,San Francisco,United States,4.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,337.4423958745992,Domestic,56.0,UA1110,N37531,2023-04-22 07:38:00,2023-04-22 14:38:00,2023-04-22 06:00:00,2023-04-22 13:00:00,01:38:00,,Flightradar24,,2023-04-10 06:28:00,12 days 06:36:00
243,2023-04-22 09:15:00,2023-04-22 16:15:00,2023-04-22 08:36:00,2023-04-22 15:36:00,00:39:00,B738,United,LAS,Las Vegas,,United States,-15.0,36.08010101,-115.1520004,McCarran International Airport,America/Los_Angeles,Recliner First,2023-04-22 00:00:00,LAX,Los Angeles,United States,21.0,33.94250107,-118.4079971,Los Angeles International Airport,America/Los_Angeles,236.22675749599085,Domestic,39.0,UA1006,N27239,2023-04-22 09:30:00,2023-04-22 16:30:00,2023-04-22 08:15:00,2023-04-22 15:15:00,01:15:00,,Flightradar24,,2023-04-22 14:00:00,0 days 01:36:00
244,2023-04-22 23:19:00,2023-04-23 06:19:00,2023-04-22 22:10:00,2023-04-23 05:10:00,01:09:00,A20N,Frontier,SFO,San Francisco,,United States,29.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2023-04-22 00:00:00,LAS,Las Vegas,United States,59.0,36.08010101,-115.1520004,McCarran International Airport,America/Los_Angeles,413.98842191979816,Domestic,69.0,F92081,N343FR,2023-04-22 22:50:00,2023-04-23 05:50:00,2023-04-22 21:11:00,2023-04-23 04:11:00,01:39:00,,Flightradar24,,2023-04-22 16:15:00,0 days 12:55:00
245,2023-05-13 04:17:00,2023-05-12 19:17:00,2023-05-12 00:19:00,2023-05-12 07:19:00,11:57:00,B772,United,ICN,Seoul,,South Korea,1437.0,37.46910095,126.4509964,Incheon International Airport,Asia/Seoul,Economy,2023-05-11 00:00:00,SFO,San Francisco,United States,34.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,5658.297294914527,International,717.0,UA805,N37018,2023-05-12 04:20:00,2023-05-11 19:20:00,2023-05-11 23:45:00,2023-05-12 06:45:00,12:35:00,,Flightradar24,,2023-04-23 06:19:00,19 days 01:00:00
246,2023-05-14 15:59:00,2023-05-14 07:59:00,2023-05-14 15:18:00,2023-05-14 06:18:00,01:41:00,A321,Asiana,PEK,Beijing,,China,-1.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2023-05-14 00:00:00,ICN,Seoul,South Korea,18.0,37.46910095,126.4509964,Incheon International Airport,Asia/Seoul,561.9866693293015,International,101.0,OZ335,HL8071,2023-05-14 16:00:00,2023-05-14 08:00:00,2023-05-14 15:00:00,2023-05-14 06:00:00,02:00:00,,Flightradar24,,2023-05-10 19:17:00,3 days 11:01:00
247,2023-05-26 10:39:00,2023-05-26 02:39:00,2023-05-26 08:07:00,2023-05-26 00:07:00,02:33:00,B38M,Air China,CKG,Chongqing,,China,-26.0,29.71920013,106.6419983,Chongqing Jiangbei International Airport,Asia/Shanghai,Economy,2023-05-26 00:00:00,PEK,Beijing,China,7.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,909.170720061178,Domestic,153.0,CA1431,B1392,2023-05-26 11:05:00,2023-05-26 03:05:00,2023-05-26 08:00:00,2023-05-26 00:00:00,03:05:00,,Flightradar24,,2023-05-14 07:59:00,11 days 16:08:00
248,2023-06-25 19:54:00,2023-06-25 11:54:00,2023-06-25 18:13:00,2023-06-25 10:13:00,01:40:00,A321,Air China,PVG,Shanghai,,China,14.0,31.14340019,121.8050003,Shanghai Pudong International Airport,Asia/Shanghai,Economy,2023-06-25 00:00:00,PKX,Beijing,China,43.0,39.509945,116.41092,Beijing Daxing International Airport,Asia/Shanghai,652.0098291640205,Domestic,100.0,CA8680,B6742,2023-06-25 19:40:00,2023-06-25 11:40:00,2023-06-25 17:30:00,2023-06-25 09:30:00,02:10:00,,Flightradar24,,2023-05-26 02:39:00,30 days 07:34:00
249,2023-07-02 14:44:00,2023-07-02 06:44:00,2023-07-02 12:38:00,2023-07-02 04:38:00,02:05:00,B77W,Air China,PEK,Beijing,1.0,China,-1.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2023-07-02 00:00:00,SHA,Shanghai,China,13.0,31.19790077,121.3359985,Shanghai Hongqiao International Airport,Asia/Shanghai,667.9123299820649,Domestic,125.0,CA1502,B2047,2023-07-02 14:45:00,2023-07-02 06:45:00,2023-07-02 12:25:00,2023-07-02 04:25:00,02:20:00,,Flightradar24,,2023-06-25 11:54:00,6 days 16:44:00
250,2023-07-02 18:27:00,2023-07-02 10:27:00,2023-07-02 16:24:00,2023-07-02 08:24:00,02:03:00,A319,Air China,LHW,Lanzhou,,China,-13.0,36.51520157,103.6200027,Lanzhou Zhongchuan Airport,Asia/Shanghai,Economy,2023-07-02 00:00:00,PEK,Beijing,China,9.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,745.5239513610929,Domestic,123.0,CA1221,B6048,2023-07-02 18:40:00,2023-07-02 10:40:00,2023-07-02 16:15:00,2023-07-02 08:15:00,02:25:00,,Flightradar24,,2023-07-02 06:44:00,0 days 01:40:00
251,2023-07-09 14:50:00,2023-07-09 06:50:00,2023-07-09 11:46:00,2023-07-09 03:46:00,03:05:00,A319,Shenzhen,SZX,Shenzhen,,China,5.0,22.63929939,113.810997,Shenzhen Bao'an International Airport,Asia/Shanghai,Economy,2023-07-09 00:00:00,XNN,Xining,China,11.0,36.5275,102.042999,Xining Caojiabu Airport,Asia/Shanghai,1188.1519253883241,Domestic,185.0,ZH9236,B1016,2023-07-09 14:45:00,2023-07-09 06:45:00,2023-07-09 11:35:00,2023-07-09 03:35:00,03:10:00,,Flightradar24,,2023-07-02 10:27:00,6 days 17:19:00
252,2023-07-10 22:44:00,2023-07-10 13:44:00,2023-07-10 18:27:00,2023-07-10 10:27:00,03:16:00,A320,Hong Kong,KIX,Osaka,1.0,Japan,-11.0,34.4272995,135.2440033,Kansai International Airport,Asia/Tokyo,Economy,2023-07-10 00:00:00,HKG,Hong Kong,Hong Kong,22.0,22.308901,113.915001,Hong Kong International Airport,Asia/Hong_Kong,1538.8190660542723,International,196.0,HX612,BLPN,2023-07-10 22:55:00,2023-07-10 13:55:00,2023-07-10 18:05:00,2023-07-10 10:05:00,03:50:00,,Flightradar24,,2023-07-09 06:50:00,1 days 03:37:00
253,2023-07-11 10:26:00,2023-07-11 17:26:00,2023-07-11 17:00:00,2023-07-11 08:00:00,09:26:00,B772,United,SFO,San Francisco,,United States,-49.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Premium Economy,2023-07-11 00:00:00,KIX,Osaka,Japan,10.0,34.4272995,135.2440033,Kansai International Airport,Asia/Tokyo,5413.003202138447,International,566.0,UA34,N791UA,2023-07-11 11:15:00,2023-07-11 18:15:00,2023-07-11 16:50:00,2023-07-11 07:50:00,10:25:00,,Flightradar24,,2023-07-10 13:44:00,0 days 18:16:00
254,2023-08-05 08:05:00,2023-08-05 15:05:00,2023-08-05 06:38:00,2023-08-05 13:38:00,01:27:00,B738,Delta,SEA,Seattle,,United States,-40.0,47.449001,-122.308998,Seattle Tacoma International Airport,America/Los_Angeles,Economy,2023-08-05 00:00:00,SFO,San Francisco,United States,8.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,678.5177463031735,Domestic,87.0,DL2310,N387DA,2023-08-05 08:45:00,2023-08-05 15:45:00,2023-08-05 06:30:00,2023-08-05 13:30:00,02:15:00,,Flightradar24,,2023-07-11 17:26:00,24 days 20:12:00
255,2023-08-07 11:27:00,2023-08-07 18:27:00,2023-08-07 09:54:00,2023-08-07 16:54:00,01:33:00,A320,United,SFO,San Francisco,,United States,-18.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2023-08-07 00:00:00,SEA,Seattle,United States,21.0,47.449001,-122.308998,Seattle Tacoma International Airport,America/Los_Angeles,678.5177463031735,Domestic,93.0,UA737,N408UA,2023-08-07 11:45:00,2023-08-07 18:45:00,2023-08-07 09:33:00,2023-08-07 16:33:00,02:12:00,,Flightradar24,,2023-08-05 15:05:00,2 days 01:49:00
256,,,,,10:20:00,,United,LHR,London,1.0,United Kingdom,,51.4706,-0.461941,London Heathrow Airport,Europe/London,Economy,2023-09-18 00:00:00,SFO,San Francisco,United States,,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,5367.546837160516,International,620.0,UA930,,2023-09-19 14:10:00,2023-09-19 13:10:00,2023-09-18 19:50:00,2023-09-19 02:50:00,10:20:00,,Flightradar24,,2023-08-07 18:27:00,
257,,,,,01:20:00,,Air France,CDG,Paris,,France,,49.012798,2.55,Charles de Gaulle International Airport,Europe/Paris,Economy,2023-09-19 00:00:00,LHR,London,United Kingdom,,51.4706,-0.461941,London Heathrow Airport,Europe/London,216.02146958218253,International,80.0,AF1281,,2023-09-19 19:55:00,2023-09-19 17:55:00,2023-09-19 17:35:00,2023-09-19 16:35:00,01:20:00,,Flightradar24,,,
258,,,,,09:45:00,,Air China,PEK,Beijing,,China,,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2023-09-25 00:00:00,LHR,London,United Kingdom,,51.4706,-0.461941,London Heathrow Airport,Europe/London,5079.902615567608,International,585.0,CA856,,2023-09-26 15:25:00,2023-09-26 07:25:00,2023-09-25 22:40:00,2023-09-25 21:40:00,09:45:00,,Flightradar24,,,
259,,,,,10:35:00,,Air China,LHR,London,,United Kingdom,,51.4706,-0.461941,London Heathrow Airport,Europe/London,Economy,2023-12-09 00:00:00,PEK,Beijing,China,,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,5079.902615567608,International,635.0,CA855,,2023-12-09 15:55:00,2023-12-09 15:55:00,2023-12-09 12:20:00,2023-12-09 04:20:00,10:35:00,,,,,
