,Actual Arr Time (Local),Actual Arr Time (UTC),Actual Dep Time (Local),Actual Dep Time (UTC),Actual Duration,Aircraft,Airline,Arr Airport,Arr City,Arr Connect,Arr Country,Arr Delay,Arr Lat,Arr Long,Arr Name,Arr Timezone,Class,Date,Dep Airport,Dep City,Dep Country,Dep Delay,Dep Lat,Dep Long,Dep Name,Dep Timezone,Distance,Domestic/International,Duration,Flight,Registration,Scheduled Arr Time (Local),Scheduled Arr Time (UTC),Scheduled Dep Time (Local),Scheduled Dep Time (UTC),Scheduled Duration,Seat,Timing Data,Unnamed: 18,Last flight arrival (UTC),Time since last flight
87,2018-10-04 13:18:00,2018-10-04 05:18:00,2018-10-03 12:03:00,2018-10-03 16:03:00,13:15:00,B772,United,PEK,Beijing,,China,-17.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2018-10-03 00:00:00,EWR,Newark,United States,18.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,6830.922823928072,International,795.0,UA89,N78005,2018-10-04 13:35:00,2018-10-04 05:35:00,2018-10-03 11:45:00,2018-10-03 15:45:00,,22L,Flightradar24,,2018-10-03 14:44:00,0 days 01:19:00
88,2018-10-09 16:47:00,2018-10-09 20:47:00,2018-10-09 15:47:00,2018-10-09 07:47:00,12:59:00,B772,United,EWR,Newark,1.0,United States,-38.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2018-10-09 00:00:00,PEK,Beijing,China,12.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,6830.922823928072,International,779.0,UA88,N78004,2018-10-09 17:25:00,2018-10-09 21:25:00,2018-10-09 15:35:00,2018-10-09 07:35:00,,22L,Flightradar24,,2018-10-03 05:18:00,6 days 02:29:00
89,2018-10-09 20:12:00,2018-10-10 00:12:00,2018-10-09 19:29:00,2018-10-09 23:29:00,00:43:00,A320,United,BOS,Boston,,United States,-19.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2018-10-09 00:00:00,EWR,Newark,United States,14.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,200.54071928173732,Domestic,43.0,UA2323,N412UA,2018-10-09 20:31:00,2018-10-10 00:31:00,2018-10-09 19:15:00,2018-10-09 23:15:00,,7A,Flightradar24,,2018-10-09 20:47:00,0 days 02:42:00
90,2018-11-23 08:57:00,2018-11-23 14:57:00,2018-11-23 07:49:00,2018-11-23 12:49:00,02:07:00,B739,United,ORD,Chicago,1.0,United States,-23.0,41.9786,-87.9048,Chicago O'Hare International Airport,America/Chicago,Recliner First,2018-11-23 00:00:00,BOS,Boston,United States,14.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,866.6496709504705,Domestic,127.0,UA449,N37462,2018-11-23 09:20:00,2018-11-23 15:20:00,2018-11-23 07:35:00,2018-11-23 12:35:00,,2A,Flightradar24,,2018-10-10 00:12:00,44 days 12:37:00
91,2018-11-23 14:00:00,2018-11-23 19:00:00,2018-11-23 10:19:00,2018-11-23 16:19:00,02:42:00,E75L,United,NAS,Nassau,,Bahamas,-45.0,25.03899956,-77.46620178,Lynden Pindling International Airport,America/Nassau,Recliner First,2018-11-23 00:00:00,ORD,Chicago,United States,10.0,41.9786,-87.9048,Chicago O'Hare International Airport,America/Chicago,1311.39261616735,International,162.0,UA5481,N128SY,2018-11-23 14:45:00,2018-11-23 19:45:00,2018-11-23 10:09:00,2018-11-23 16:09:00,,2A,Flightradar24,,2018-11-23 14:57:00,0 days 01:22:00
92,2018-11-26 17:14:00,2018-11-26 22:14:00,2018-11-26 14:43:00,2018-11-26 19:43:00,02:30:00,B738,United,EWR,Newark,1.0,United States,-18.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Recliner First,2018-11-26 00:00:00,NAS,Nassau,Bahamas,16.0,25.03899956,-77.46620178,Lynden Pindling International Airport,America/Nassau,1095.4081301964693,International,150.0,UA1539,N39297,2018-11-26 17:32:00,2018-11-26 22:32:00,2018-11-26 14:27:00,2018-11-26 19:27:00,,3F,Flightradar24,,2018-11-23 19:00:00,3 days 00:43:00
93,2018-11-26 21:13:00,2018-11-27 02:13:00,2018-11-26 20:27:00,2018-11-27 01:27:00,00:46:00,B739,United,BOS,Boston,,United States,31.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Recliner First,2018-11-26 00:00:00,EWR,Newark,United States,62.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,200.54071928173732,Domestic,46.0,UA2323,N69804,2018-11-26 20:42:00,2018-11-27 01:42:00,2018-11-26 19:25:00,2018-11-27 00:25:00,,3A,Flightradar24,,2018-11-26 22:14:00,0 days 03:13:00
94,2018-12-23 14:40:00,2018-12-23 05:40:00,2018-12-22 11:27:00,2018-12-22 16:27:00,13:14:00,B77W,United,NRT,Tokyo,,Japan,-20.0,35.76470184,140.3860016,Narita International Airport,Asia/Tokyo,Economy,2018-12-22 00:00:00,EWR,Newark,United States,32.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,6731.963422774144,International,794.0,UA79,N2135U,2018-12-23 15:00:00,2018-12-23 06:00:00,2018-12-22 10:55:00,2018-12-22 15:55:00,,28L,Flightradar24,,2018-11-27 02:13:00,25 days 14:14:00
95,2018-12-24 20:20:00,2018-12-24 12:20:00,2018-12-24 17:40:00,2018-12-24 08:40:00,03:40:00,B788,ANA,PEK,Beijing,,China,-15.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2018-12-24 00:00:00,HND,Tokyo,Japan,15.0,35.552299,139.779999,Tokyo Haneda International Airport,Asia/Tokyo,1302.8134996167732,International,220.0,NH963,JA803A,2018-12-24 20:35:00,2018-12-24 12:35:00,2018-12-24 17:25:00,2018-12-24 08:25:00,,,Flightradar24,,2018-12-22 05:40:00,2 days 03:00:00
96,2018-12-30 23:01:00,2018-12-30 19:01:00,2018-12-30 18:04:00,2018-12-30 10:04:00,08:57:00,A333,Air China,DXB,Dubai,,United Arab Emirates,-14.0,25.25279999,55.36439896,Dubai International Airport,Asia/Dubai,Lie-flat Business,2018-12-30 00:00:00,PEK,Beijing,China,24.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,3638.189097002365,International,537.0,CA941,B5957,2018-12-30 23:15:00,2018-12-30 19:15:00,2018-12-30 17:40:00,2018-12-30 09:40:00,,,Flightradar24,,2018-12-24 12:20:00,5 days 21:44:00
97,2019-01-07 05:59:00,2019-01-07 10:59:00,2019-01-07 01:09:00,2019-01-06 21:09:00,13:50:00,B77W,Air Canada,YYZ,Toronto,1.0,Canada,54.0,43.67720032,-79.63059998,Lester B. Pearson International Airport,America/Toronto,Lie-flat Business,2019-01-06 00:00:00,DXB,Dubai,United Arab Emirates,74.0,25.25279999,55.36439896,Dubai International Airport,Asia/Dubai,6899.002046914172,International,830.0,AC57,CFRAM,2019-01-07 05:05:00,2019-01-07 10:05:00,2019-01-06 23:55:00,2019-01-06 19:55:00,,6A,Flightradar24,,2018-12-30 19:01:00,7 days 02:08:00
98,2019-01-07 10:21:00,2019-01-07 18:21:00,2019-01-07 08:18:00,2019-01-07 13:18:00,05:03:00,B789,Air Canada,SFO,San Francisco,,United States,-18.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Lie-flat Business,2019-01-07 00:00:00,YYZ,Toronto,Canada,18.0,43.67720032,-79.63059998,Lester B. Pearson International Airport,America/Toronto,2259.325668414574,International,303.0,AC737,CFVNB,2019-01-07 10:39:00,2019-01-07 18:39:00,2019-01-07 08:00:00,2019-01-07 13:00:00,,5A,Flightradar24,,2019-01-06 10:59:00,1 days 02:19:00
99,2019-02-02 08:04:00,2019-02-02 13:04:00,2019-02-02 00:05:00,2019-02-02 08:05:00,05:00:00,B752,United,BOS,Boston,,United States,18.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2019-02-01 00:00:00,SFO,San Francisco,United States,55.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2704.1178149321436,Domestic,300.0,UA2360,N21108,2019-02-02 07:46:00,2019-02-02 12:46:00,2019-02-01 23:10:00,2019-02-02 07:10:00,,10A,Flightradar24,,2019-01-07 18:21:00,25 days 13:44:00
100,2019-03-23 10:32:00,2019-03-23 09:32:00,2019-03-22 23:33:00,2019-03-23 03:33:00,05:58:00,B789,Norwegian,CDG,Paris,,France,-13.0,49.012798,2.55,Charles de Gaulle International Airport,Europe/Paris,Economy,2019-03-22 00:00:00,BOS,Boston,United States,23.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,3448.3546729557897,International,358.0,DY7150,LNLNK,2019-03-23 10:45:00,2019-03-23 09:45:00,2019-03-22 23:10:00,2019-03-23 03:10:00,,,Flightradar24,,2019-02-01 13:04:00,49 days 14:29:00
101,2019-03-28 17:28:00,2019-03-28 16:28:00,2019-03-28 16:18:00,2019-03-28 15:18:00,01:10:00,A320,Air France,NCE,Nice,,France,38.0,43.65840149,7.215869904,Nice-Côte d'Azur Airport,Europe/Paris,Economy,2019-03-28 00:00:00,CDG,Paris,France,58.0,49.012798,2.55,Charles de Gaulle International Airport,Europe/Paris,431.77767912696135,Domestic,70.0,AF7706,FGKXG,2019-03-28 16:50:00,2019-03-28 15:50:00,2019-03-28 15:20:00,2019-03-28 14:20:00,,,Flightradar24,,2019-03-22 09:32:00,6 days 05:46:00
102,2019-03-31 11:52:00,2019-03-31 09:52:00,2019-03-31 10:37:00,2019-03-31 08:37:00,01:15:00,A320,Air France,CDG,Paris,,France,-18.0,49.012798,2.55,Charles de Gaulle International Airport,Europe/Paris,Economy,2019-03-31 00:00:00,NCE,Nice,France,2.0,43.65840149,7.215869904,Nice-Côte d'Azur Airport,Europe/Paris,431.77767912696135,Domestic,75.0,AF7705,FHBNI,2019-03-31 12:10:00,2019-03-31 10:10:00,2019-03-31 10:35:00,2019-03-31 08:35:00,,,Flightradar24,,2019-03-28 16:28:00,2 days 16:09:00
103,2019-03-31 19:58:00,2019-03-31 23:58:00,2019-03-31 18:50:00,2019-03-31 16:50:00,07:08:00,B789,Norwegian,BOS,Boston,,United States,-1.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2019-03-31 00:00:00,CDG,Paris,France,30.0,49.012798,2.55,Charles de Gaulle International Airport,Europe/Paris,3448.3546729557897,International,428.0,DY7149,LNLNT,2019-03-31 19:59:00,2019-03-31 23:59:00,2019-03-31 18:20:00,2019-03-31 16:20:00,,,Flightradar24,,2019-03-31 09:52:00,0 days 06:58:00
104,2019-05-24 10:06:00,2019-05-24 14:06:00,2019-05-24 09:18:00,2019-05-24 13:18:00,00:48:00,B737,United,EWR,Newark,1.0,United States,-13.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Recliner First,2019-05-24 00:00:00,BOS,Boston,United States,18.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,200.54071928173732,Domestic,48.0,UA700,N38727,2019-05-24 10:19:00,2019-05-24 14:19:00,2019-05-24 09:00:00,2019-05-24 13:00:00,,10F,Flightradar24,,2019-03-31 23:58:00,53 days 13:20:00
105,2019-05-25 13:19:00,2019-05-25 05:19:00,2019-05-24 12:14:00,2019-05-24 16:14:00,13:05:00,B772,United,PEK,Beijing,,China,-16.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2019-05-24 00:00:00,EWR,Newark,United States,24.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,6830.922823928072,International,785.0,UA89,N78008,2019-05-25 13:35:00,2019-05-25 05:35:00,2019-05-24 11:50:00,2019-05-24 15:50:00,,19L,Flightradar24,,2019-05-24 14:06:00,0 days 02:08:00
106,2019-05-30 11:16:00,2019-05-30 03:16:00,2019-05-30 07:55:00,2019-05-29 23:55:00,03:21:00,A319,Air China,LJG,Lijiang,,China,-24.0,26.68000031,100.2460022,Lijiang Airport,Asia/Shanghai,Economy,2019-05-30 00:00:00,PEK,Beijing,China,0.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,1316.8483511357203,Domestic,201.0,CA1469,B6004,2019-05-30 11:40:00,2019-05-30 03:40:00,2019-05-30 07:55:00,2019-05-29 23:55:00,,,Flightradar24,,2019-05-24 05:19:00,5 days 18:36:00
107,2019-06-01 17:07:00,2019-06-01 09:07:00,2019-06-01 16:15:00,2019-06-01 08:15:00,00:53:00,A319,Sichuan,KMG,Kunming,1.0,China,-8.0,25.1019444,102.9291667,Kunming Changshui International Airport,Asia/Shanghai,Economy,2019-06-01 00:00:00,LJG,Lijiang,China,5.0,26.68000031,100.2460022,Lijiang Airport,Asia/Shanghai,199.275719963268,Domestic,53.0,3U8818,B6442,2019-06-01 17:15:00,2019-06-01 09:15:00,2019-06-01 16:10:00,2019-06-01 08:10:00,,,Flightradar24,,2019-05-30 03:16:00,2 days 04:59:00
108,2019-06-01 23:52:00,2019-06-01 15:52:00,2019-06-01 20:49:00,2019-06-01 12:49:00,03:03:00,737,China Eastern,PEK,Beijing,,China,17.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2019-06-01 00:00:00,KMG,Kunming,China,29.0,25.1019444,102.9291667,Kunming Changshui International Airport,Asia/Shanghai,1300.3722344641076,Domestic,183.0,MU2570,B5255,2019-06-01 23:35:00,2019-06-01 15:35:00,2019-06-01 20:20:00,2019-06-01 12:20:00,,,Flightradar24,,2019-06-01 09:07:00,0 days 03:42:00
109,2019-06-09 16:45:00,2019-06-09 20:45:00,2019-06-09 15:41:00,2019-06-09 07:41:00,13:04:00,B772,United,EWR,Newark,,United States,-40.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2019-06-09 00:00:00,PEK,Beijing,China,6.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,6830.922823928072,International,784.0,UA88,N77022,2019-06-09 17:25:00,2019-06-09 21:25:00,2019-06-09 15:35:00,2019-06-09 07:35:00,,19L,Flightradar24,,2019-06-01 15:52:00,7 days 15:49:00
110,2019-07-08 08:57:00,2019-07-08 12:57:00,2019-07-08 08:18:00,2019-07-08 12:18:00,00:39:00,B737,United,EWR,Newark,,United States,-21.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2019-07-08 00:00:00,BOS,Boston,United States,18.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,200.54071928173732,Domestic,39.0,UA2165,N27724,2019-07-08 09:18:00,2019-07-08 13:18:00,2019-07-08 08:00:00,2019-07-08 12:00:00,,10F,Flightradar24,,2019-06-09 20:45:00,28 days 15:33:00
111,2019-07-26 21:26:00,2019-07-27 00:26:00,2019-07-26 18:47:00,2019-07-26 22:47:00,01:39:00,B738,American,BDA,Bermuda,,Bermuda,-34.0,32.36399841,-64.67870331,L.F. Wade International International Airport,Atlantic/Bermuda,Economy,2019-07-26 00:00:00,JFK,New York,United States,18.0,40.63980103,-73.77890015,John F Kennedy International Airport,America/New_York,762.1615499535319,International,99.0,AA1416,N883NN,2019-07-26 22:00:00,2019-07-27 01:00:00,2019-07-26 18:29:00,2019-07-26 22:29:00,,,Flightradar24,,2019-07-08 12:57:00,18 days 09:50:00
112,2019-07-29 13:27:00,2019-07-29 17:27:00,2019-07-29 11:34:00,2019-07-29 14:34:00,01:53:00,B738,American,JFK,New York,,United States,-23.0,40.63980103,-73.77890015,John F Kennedy International Airport,America/New_York,Economy,2019-07-29 00:00:00,BDA,Bermuda,Bermuda,4.0,32.36399841,-64.67870331,L.F. Wade International International Airport,Atlantic/Bermuda,762.1615499535319,International,113.0,AA1443,N301NW,2019-07-29 13:50:00,2019-07-29 17:50:00,2019-07-29 11:30:00,2019-07-29 14:30:00,,,Flightradar24,,2019-07-27 00:26:00,2 days 14:08:00
113,2019-08-18 13:20:00,2019-08-18 05:20:00,2019-08-17 12:03:00,2019-08-17 16:03:00,13:17:00,B772,United,PEK,Beijing,,China,-15.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Lie-flat Business,2019-08-17 00:00:00,EWR,Newark,United States,13.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,6830.922823928072,International,797.0,UA89,N37018,2019-08-18 13:35:00,2019-08-18 05:35:00,2019-08-17 11:50:00,2019-08-17 15:50:00,,3K,Flightradar24,,2019-07-29 17:27:00,18 days 22:36:00
114,2019-08-25 13:05:00,2019-08-25 20:05:00,2019-08-25 17:17:00,2019-08-25 09:17:00,10:47:00,B772,United,SFO,San Francisco,1.0,United States,-10.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Lie-flat Business,2019-08-25 00:00:00,PEK,Beijing,China,52.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,5913.185592982679,International,647.0,UA889,N206UA,2019-08-25 13:15:00,2019-08-25 20:15:00,2019-08-25 16:25:00,2019-08-25 08:25:00,,5A,Flightradar24,,2019-08-17 05:20:00,8 days 03:57:00
115,2019-08-26 08:28:00,2019-08-26 12:28:00,2019-08-26 00:23:00,2019-08-26 07:23:00,05:06:00,B752,United,BOS,Boston,,United States,5.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2019-08-25 00:00:00,SFO,San Francisco,United States,38.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2704.1178149321436,Domestic,306.0,UA235,N19136,2019-08-26 08:23:00,2019-08-26 12:23:00,2019-08-25 23:45:00,2019-08-26 06:45:00,,8A,Flightradar24,,2019-08-25 20:05:00,0 days 11:18:00
116,2019-09-26 11:59:00,2019-09-26 15:59:00,2019-09-26 11:06:00,2019-09-26 15:06:00,00:53:00,B738,United,EWR,Newark,,United States,-24.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2019-09-26 00:00:00,BOS,Boston,United States,6.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,200.54071928173732,Domestic,53.0,UA2394,N24202,2019-09-26 12:23:00,2019-09-26 16:23:00,2019-09-26 11:00:00,2019-09-26 15:00:00,,,Flightradar24,,2019-08-25 12:28:00,32 days 02:38:00
117,2019-09-28 21:29:00,2019-09-29 01:29:00,2019-09-28 20:48:00,2019-09-29 00:48:00,00:41:00,B739,United,BOS,Boston,,United States,-18.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2019-09-28 00:00:00,EWR,Newark,United States,18.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,200.54071928173732,Domestic,41.0,UA421,N66808,2019-09-28 21:47:00,2019-09-29 01:47:00,2019-09-28 20:30:00,2019-09-29 00:30:00,,21A,Flightradar24,,2019-09-26 15:59:00,2 days 08:49:00
118,2019-11-21 21:26:00,2019-11-22 05:26:00,2019-11-21 18:31:00,2019-11-21 23:31:00,05:56:00,B752,United,SFO,San Francisco,,United States,-16.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2019-11-21 00:00:00,BOS,Boston,United States,29.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,2704.1178149321436,Domestic,356.0,UA2400,N19136,2019-11-21 21:42:00,2019-11-22 05:42:00,2019-11-21 18:02:00,2019-11-21 23:02:00,,,Flightradar24,,2019-09-29 01:29:00,53 days 22:02:00
119,2019-11-23 16:51:00,2019-11-23 21:51:00,2019-11-23 08:48:00,2019-11-23 16:48:00,05:02:00,B752,United,BOS,Boston,,United States,-13.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2019-11-23 00:00:00,SFO,San Francisco,United States,18.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2704.1178149321436,Domestic,302.0,UA768,N510UA,2019-11-23 17:04:00,2019-11-23 22:04:00,2019-11-23 08:30:00,2019-11-23 16:30:00,,,Flightradar24,,2019-11-22 05:26:00,1 days 11:22:00
120,2019-11-28 07:12:00,2019-11-28 12:12:00,2019-11-28 06:01:00,2019-11-28 11:01:00,01:11:00,B739,United,IAD,Washington,1.0,United States,-23.0,38.94449997,-77.45580292,Washington Dulles International Airport,America/New_York,Recliner First,2019-11-28 00:00:00,BOS,Boston,United States,6.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,412.8361906212218,Domestic,71.0,UA389,N69840,2019-11-28 07:35:00,2019-11-28 12:35:00,2019-11-28 05:55:00,2019-11-28 10:55:00,,,Flightradar24,,2019-11-23 21:51:00,4 days 13:10:00
121,2019-11-28 20:40:00,2019-11-28 20:40:00,2019-11-28 08:14:00,2019-11-28 13:14:00,07:27:00,B752,United,LHR,London,,United Kingdom,-10.0,51.4706,-0.461941,London Heathrow Airport,Europe/London,Economy,2019-11-28 00:00:00,IAD,Washington,United States,-6.0,38.94449997,-77.45580292,Washington Dulles International Airport,America/New_York,3676.736545530025,International,447.0,UA122,N12116,2019-11-28 20:50:00,2019-11-28 20:50:00,2019-11-28 08:20:00,2019-11-28 13:20:00,,,Flightradar24,,2019-11-28 12:12:00,0 days 01:02:00
122,2019-12-02 08:56:00,2019-12-02 07:56:00,2019-12-02 06:39:00,2019-12-02 06:39:00,01:17:00,A320,Lufthansa,FRA,Frankfurt,1.0,Germany,-9.0,50.033333,8.570556,Frankfurt am Main Airport,Europe/Berlin,Economy,2019-12-02 00:00:00,LHR,London,United Kingdom,9.0,51.4706,-0.461941,London Heathrow Airport,Europe/London,408.05916431840933,International,77.0,LH921,DAINQ,2019-12-02 09:05:00,2019-12-02 08:05:00,2019-12-02 06:30:00,2019-12-02 06:30:00,,,Flightradar24,,2019-11-28 20:40:00,3 days 09:59:00
123,2019-12-02 13:15:00,2019-12-02 18:15:00,2019-12-02 11:50:00,2019-12-02 10:50:00,07:25:00,B744,Lufthansa,BOS,Boston,,United States,5.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2019-12-02 00:00:00,FRA,Frankfurt,Germany,50.0,50.033333,8.570556,Frankfurt am Main Airport,Europe/Berlin,3669.6395180398954,International,445.0,LH422,DABTK,2019-12-02 13:10:00,2019-12-02 18:10:00,2019-12-02 11:00:00,2019-12-02 10:00:00,,,Flightradar24,,2019-12-02 07:56:00,0 days 02:54:00
124,2019-12-18 17:48:00,2019-12-18 22:48:00,2019-12-18 16:54:00,2019-12-18 21:54:00,00:54:00,B737,United,EWR,Newark,1.0,United States,4.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2019-12-18 00:00:00,BOS,Boston,United States,54.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,200.54071928173732,Domestic,54.0,UA1425,N21723,2019-12-18 17:44:00,2019-12-18 22:44:00,2019-12-18 16:00:00,2019-12-18 21:00:00,,,Flightradar24,,2019-12-02 18:15:00,16 days 03:39:00
125,2019-12-19 19:17:00,2019-12-19 17:17:00,2019-12-18 22:44:00,2019-12-19 03:44:00,13:34:00,B789,United,CPT,Cape Town,,South Africa,77.0,-33.96480179,18.60169983,Cape Town International Airport,Africa/Johannesburg,Lie-flat Business,2019-12-18 00:00:00,EWR,Newark,United States,134.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,7816.760113772342,International,814.0,UA1122,N27957,2019-12-19 18:00:00,2019-12-19 16:00:00,2019-12-18 20:30:00,2019-12-19 01:30:00,,,Flightradar24,,2019-12-18 22:48:00,0 days 04:56:00
126,2019-12-20 08:13:00,2019-12-20 06:13:00,2019-12-20 07:15:00,2019-12-20 05:15:00,00:57:00,E190,Airlink/SAA,PLZ,Port Elizabeth,,South Africa,-7.0,-33.98490143,25.61730003,Port Elizabeth Airport,Africa/Johannesburg,Economy,2019-12-20 00:00:00,CPT,Cape Town,South Africa,5.0,-33.96480179,18.60169983,Cape Town International Airport,Africa/Johannesburg,402.7745983478985,Domestic,57.0,SA8671,ZSOTM,2019-12-20 08:20:00,2019-12-20 06:20:00,2019-12-20 07:10:00,2019-12-20 05:10:00,,,Flightradar24,,2019-12-18 17:17:00,1 days 11:58:00
127,2019-12-29 05:51:00,2019-12-29 01:51:00,2019-12-28 18:55:00,2019-12-28 16:55:00,08:56:00,B77W,Emirates,DXB,Dubai,1.0,United Arab Emirates,-4.0,25.25279999,55.36439896,Dubai International Airport,Asia/Dubai,Lie-flat Business,2019-12-28 00:00:00,CPT,Cape Town,South Africa,30.0,-33.96480179,18.60169983,Cape Town International Airport,Africa/Johannesburg,4734.702520470847,International,536.0,EK771,A6EPU,2019-12-29 05:55:00,2019-12-29 01:55:00,2019-12-28 18:25:00,2019-12-28 16:25:00,,,Flightradar24,,2019-12-20 06:13:00,8 days 10:42:00
128,2019-12-29 22:14:00,2019-12-29 14:14:00,2019-12-29 11:15:00,2019-12-29 07:15:00,06:59:00,B77W,Emirates,PEK,Beijing,,China,-16.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Lie-flat Business,2019-12-29 00:00:00,DXB,Dubai,United Arab Emirates,20.0,25.25279999,55.36439896,Dubai International Airport,Asia/Dubai,3638.189097002365,International,419.0,EK308,A6EPE,2019-12-29 22:30:00,2019-12-29 14:30:00,2019-12-29 10:55:00,2019-12-29 06:55:00,,,Flightradar24,,2019-12-28 01:51:00,1 days 05:24:00
129,2020-01-08 13:50:00,2020-01-08 06:50:00,2020-01-08 12:11:00,2020-01-08 04:11:00,02:40:00,B738,Shenzhen,BKK,Bangkok,,Thailand,-15.0,13.68109989,100.7470016,Suvarnabhumi Airport,Asia/Bangkok,Economy,2020-01-08 00:00:00,SZX,Shenzhen,China,16.0,22.63929939,113.810997,Shenzhen Bao'an International Airport,Asia/Shanghai,1055.9470979419661,International,160.0,ZH9003,B1711,2020-01-08 14:05:00,2020-01-08 07:05:00,2020-01-08 11:55:00,2020-01-08 03:55:00,,,Flightradar24,,2019-12-29 14:14:00,9 days 13:57:00
130,2020-01-12 06:38:00,2020-01-11 21:38:00,2020-01-11 23:57:00,2020-01-11 16:57:00,04:41:00,B772,NokScoot,KIX,Osaka,,Japan,-32.0,34.4272995,135.2440033,Kansai International Airport,Asia/Tokyo,Economy,2020-01-11 00:00:00,DMK,Bangkok,Thailand,17.0,13.91259956,100.6070023,Don Mueang International Airport,Asia/Bangkok,2582.418413221102,International,281.0,XW112,HSXBG,2020-01-12 07:10:00,2020-01-11 22:10:00,2020-01-11 23:40:00,2020-01-11 16:40:00,,,Flightradar24,,2020-01-08 06:50:00,3 days 10:07:00
131,2020-01-17 13:52:00,2020-01-17 04:52:00,2020-01-17 12:24:00,2020-01-17 03:24:00,01:28:00,737,Jeju Air,ICN,Seoul,,South Korea,2.0,37.46910095,126.4509964,Incheon International Airport,Asia/Seoul,Economy,2020-01-17 00:00:00,KIX,Osaka,Japan,34.0,34.4272995,135.2440033,Kansai International Airport,Asia/Tokyo,535.4173492380079,International,88.0,7C1301,HL8296,2020-01-17 13:50:00,2020-01-17 04:50:00,2020-01-17 11:50:00,2020-01-17 02:50:00,,,Flightradar24,,2020-01-10 21:38:00,6 days 05:46:00
132,2020-01-19 14:27:00,2020-01-19 06:27:00,2020-01-19 13:42:00,2020-01-19 04:42:00,01:45:00,A333,Air China,PEK,Beijing,,China,7.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2020-01-19 00:00:00,ICN,Seoul,South Korea,37.0,37.46910095,126.4509964,Incheon International Airport,Asia/Seoul,561.9866693293015,International,105.0,CA124,B5948,2020-01-19 14:20:00,2020-01-19 06:20:00,2020-01-19 13:05:00,2020-01-19 04:05:00,,,Flightradar24,,2020-01-17 04:52:00,1 days 23:50:00
